x y
1503.0750299860706 100.06387006286313
299.51024858861246 405.3137800173447
894.4775395034168 198.02262579397646
217.4195161644931 692.8730491370802
907.9716320794662 201.3714495643157
304.2915234045791 400.7547055304927
498.8974338128521 1207.0067587939898
187.22776932445615 701.5617268688345
301.1674586182407 407.57945029206894
99.18406832881847 306.11779419192834
302.94329547837526 406.1130557892453
1516.989319912887 98.12265612991096
1503.443470362615 94.19209902368435
1197.0938270581742 1401.727294723136
1409.0648209349188 890.0594597579543
199.12309454760126 696.0891020453106
1402.299792143092 895.8327611627655
1312.7451408186685 1102.2684242959033
486.5182077654808 1195.2932530015923
191.99065177363485 700.5110337267367
507.8419591267959 1204.645677671236
404.17136656482137 991.8755519259372
504.7733744698659 1205.5270823930387
194.74197506046627 708.5206174738298
1211.3708725334195 1416.324945123231
95.3165199895592 279.8106285340089
1204.0161012817462 1403.1369439434754
811.0782830312463 512.7694044784835
1510.3231097127439 94.87352328958097
805.0467336439754 497.72497283797185
795.6830056815417 511.15914826843
107.24766420334709 317.3866636614928
1202.6016387522207 1401.9880717456044
395.2950307376837 1014.1324734363993
1306.328528569349 1107.9087318143193
1312.6441239104986 1098.7106372778806
806.988929952202 510.67521565434083
403.74024036881747 1001.8974950433333
1403.9275509733268 899.1051156413323
397.9151379237736 1011.19246143009
300.7281684899941 403.0472920141694
1398.5902542071428 900.3053073992378
794.4819698643661 494.4953784453376
306.88565295600193 395.9841975916452
792.9254824252259 503.0419526075082
408.651833730956 1008.3756543037246
504.52165608152626 1216.2836631284815
1410.9190385302697 912.2947455365083
1306.0061699450512 1087.0438353443071
904.0423234196885 195.80914265080992
1200.8368202632794 1394.3974674082635
300.2328318259694 406.52644842800606
904.9410220057562 200.17220557985883
1220.281952848618 1396.198922129777
1392.5172158256883 901.12373042966
1207.936395979027 1406.3371463496032
307.54157374486954 409.9016854877475
1492.1457208608947 100.00194163148916
897.886322341771 208.7235156943227
185.37434673706375 685.0969068649873
1299.300974008418 1087.2395682162246
112.41431181029112 296.0014320563772
509.5309668121889 1197.4216888206051
892.2018782220068 204.2821621624143
810.1838932400066 493.16538398299383
903.0595808839969 208.8047488236484
797.9343773983849 517.8205651899725
113.80785131151546 298.29337506869257
906.9859853481051 184.83540891975034
1303.8025668132439 1098.3458730555533
185.89615478422087 708.7438629056112
292.2427714681833 395.4876647742377
295.19609619231016 406.89506595153
895.9964962867674 208.56380034025202
505.5864577927148 1206.2467320240073
394.04545167275023 977.3585713802255
1408.6752704447442 891.773493998601
1402.1204753579584 905.1103896297788
103.96409480165485 316.7029075706006
1482.3895600954804 87.54149069439852
103.02798755083832 293.3078050428379
1511.3302184161255 99.36262146891306
808.9443704799683 494.1541831106383
1495.1191501165752 97.11588182581256
411.5224417680008 997.9848211062956
1394.9572435737418 894.5144272779136
1404.8953265025077 881.2588482764479
385.1494057262691 996.872120117872
1282.2236756886414 1111.3672958731204
900.9648812340226 212.55098102924217
206.47798824999273 701.2618489487548
1204.335681386968 1388.3114107715792
197.26514027793203 699.878882007451
109.66302308003362 303.7144779737751
503.58270268278505 1187.828407106814
798.6379740168247 489.2709673781837
406.7656488187032 997.4474851107391
1304.0044970947038 1101.849390984226
1494.5314206261332 108.71020516940948
386.7721692128043 1009.5337589290506
503.4503802239225 1216.3390946788907
1301.6759473975171 1119.3855471729723
1504.0502266667977 107.41249182548142
100.7358751844215 298.85078962178585
1320.7289640725328 1109.6209343148773
194.8402885721311 701.5569643880782
1206.0930942110117 1387.801315529202
480.63290008419807 1205.715357375435
98.50923047385226 297.5938340494098
1210.5791330124632 1389.8824675817546
